Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778707600,100,,Aggregated,22.300000,0.000000,100,300,2500,3000,4100,4900,5900,6800,9800,11000,11000,3433,0,100.0,1193.3511344838182,1.6602079995209351,10904.134957998394,250.95018933877074
1778707601,100,,Aggregated,22.600000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3463,0,100.0,1196.7959146254532,1.6602079995209351,10904.134957998394,250.55096736933294
1778707602,100,,Aggregated,22.300000,0.000000,100,300,2500,3100,4100,4900,5900,6900,9800,11000,11000,3491,0,100.0,1198.8693917854323,1.6602079995209351,10904.134957998394,250.54769407046692
1778707603,100,,Aggregated,21.100000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3505,0,100.0,1198.6290141026948,1.6602079995209351,10904.134957998394,250.60970042796006
1778707604,100,,Aggregated,22.100000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3542,0,100.0,1200.8958999655422,1.6602079995209351,10904.134957998394,250.92377188029363
1778707605,100,,Aggregated,23.200000,0.000000,100,300,2500,3100,4100,4900,5900,6900,9800,11000,11000,3564,0,100.0,1199.2353323428595,1.6602079995209351,10904.134957998394,250.67929292929293
1778707606,100,,Aggregated,22.000000,0.000000,100,300,2500,3100,4100,4900,5900,6900,9800,11000,11000,3580,0,100.0,1199.5510410533377,1.6602079995209351,10904.134957998394,250.94748603351957
1778707607,100,,Aggregated,22.600000,0.000000,100,300,2500,3100,4100,4900,5900,6900,9800,11000,11000,3598,0,100.0,1202.4875480858668,1.6602079995209351,10904.134957998394,250.8563090605892
1778707608,100,,Aggregated,22.600000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3631,0,100.0,1201.8359994880054,1.6602079995209351,10904.134957998394,250.80088129991736
1778707610,100,,Aggregated,22.900000,0.000000,100,310,2500,3100,4100,4900,5900,6900,9800,11000,11000,3657,0,100.0,1205.2164484019538,1.6602079995209351,10904.134957998394,250.7678424938474
1778707611,100,,Aggregated,22.000000,0.000000,100,310,2500,3100,4100,4900,5900,6900,9800,11000,11000,3671,0,100.0,1204.7227587436516,1.6602079995209351,10904.134957998394,250.9384363933533
1778707612,100,,Aggregated,23.000000,0.000000,100,300,2500,3100,4100,4900,5900,6900,9800,11000,11000,3686,0,100.0,1201.8873209701437,1.6602079995209351,10904.134957998394,251.1692892023874
1778707613,100,,Aggregated,23.200000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3717,0,100.0,1200.8866972614885,1.6602079995209351,10904.134957998394,251.1493139628733
1778707614,100,,Aggregated,23.500000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3740,0,100.0,1202.386800794906,1.6602079995209351,10904.134957998394,250.82967914438504
1778707615,100,,Aggregated,22.300000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3784,0,100.0,1206.3441463443282,1.6602079995209351,10904.134957998394,250.92547568710359
1778707616,100,,Aggregated,22.500000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3794,0,100.0,1206.0482756807953,1.6602079995209351,10904.134957998394,250.86742224565103
1778707617,100,,Aggregated,24.200000,0.000000,100,300,2500,3100,4100,4900,5900,6800,9800,11000,11000,3815,0,100.0,1205.8114457556865,1.6602079995209351,10904.134957998394,250.95596330275228
1778707618,100,,Aggregated,23.000000,0.000000,100,310,2500,3100,4100,4900,5900,6800,9800,11000,11000,3847,0,100.0,1204.225945416933,1.6602079995209351,10904.134957998394,251.16948271380295
1778707619,100,,Aggregated,23.000000,0.000000,100,300,2500,3000,4100,4900,5900,6800,9800,11000,11000,3872,0,100.0,1202.0392010201301,1.6602079995209351,10904.134957998394,251.0880681818182
1778707620,100,,Aggregated,23.400000,0.000000,100,310,2500,3000,4100,4900,5900,6800,9800,11000,11000,3888,0,100.0,1201.7596455694295,1.6602079995209351,10904.134957998394,251.02057613168725
1778707621,100,,Aggregated,24.800000,0.000000,100,310,2500,3100,4100,4900,5900,6800,9800,11000,11000,3906,0,100.0,1204.286188516883,1.6602079995209351,10904.134957998394,251.1605222734255
1778707622,100,,Aggregated,23.100000,0.000000,100,310,2500,3100,4100,4900,6000,6800,9800,11000,11000,3920,0,100.0,1207.4587493775355,1.6602079995209351,10904.134957998394,251.2826530612245
1778707623,100,,Aggregated,23.500000,0.000000,100,310,2500,3100,4100,4900,6000,6800,9800,11000,11000,3946,0,100.0,1209.7281825207651,1.6602079995209351,10904.134957998394,251.4571718195641
1778707624,100,,Aggregated,23.500000,0.000000,100,310,2500,3100,4100,4900,6000,6800,9800,11000,11000,3968,0,100.0,1211.6488066771515,1.6602079995209351,10904.134957998394,251.56376008064515
1778707625,100,,Aggregated,22.500000,0.000000,100,310,2500,3100,4100,5000,6000,6800,9200,11000,11000,4001,0,100.0,1215.5156497178036,1.6602079995209351,10904.134957998394,251.58485378655337
1778707626,100,,Aggregated,22.800000,0.000000,100,310,2500,3100,4100,5000,6000,6800,9200,11000,11000,4027,0,100.0,1213.2202514844648,1.6602079995209351,10904.134957998394,251.44524459895703
1778707627,100,,Aggregated,21.200000,0.000000,100,310,2500,3100,4100,5000,6000,6800,9200,11000,11000,4056,0,100.0,1211.5896847011682,1.6602079995209351,10904.134957998394,251.4516765285996
1778707628,100,,Aggregated,22.900000,0.000000,100,310,2500,3100,4100,4900,6000,6800,9200,11000,11000,4074,0,100.0,1211.8677185154488,1.6602079995209351,10904.134957998394,251.5694648993618
1778707629,100,,Aggregated,23.900000,0.000000,100,340,2500,3100,4100,4900,6000,6800,9200,11000,11000,4090,0,100.0,1212.20529241661,1.6602079995209351,10904.134957998394,251.5031784841076
1778707630,100,,Aggregated,22.500000,0.000000,100,340,2500,3100,4100,4900,6000,6800,9200,11000,11000,4126,0,100.0,1212.4550080249478,1.6602079995209351,10904.134957998394,251.6902569074164
1778707631,100,,Aggregated,21.600000,0.000000,100,340,2500,3100,4100,4900,6000,6800,9200,11000,11000,4145,0,100.0,1212.2795566511304,1.6602079995209351,10904.134957998394,251.60554885404102
1778707632,100,,Aggregated,23.300000,0.000000,100,340,2500,3000,4100,4900,6000,6800,9200,11000,11000,4168,0,100.0,1211.1513012602995,1.6602079995209351,10904.134957998394,251.45945297504798
1778707633,100,,Aggregated,23.300000,0.000000,100,310,2500,3000,4100,4900,6000,6800,9200,11000,11000,4189,0,100.0,1209.1069986538391,1.6602079995209351,10904.134957998394,251.3337312007639
1778707634,100,,Aggregated,24.500000,0.000000,100,310,2500,3000,4100,5000,6000,6800,9200,11000,11000,4211,0,100.0,1210.002949058642,1.6602079995209351,10904.134957998394,251.4388506293042
1778707635,100,,Aggregated,24.700000,0.000000,100,310,2500,3000,4100,4900,6000,6800,9200,11000,11000,4242,0,100.0,1210.4563472875864,1.6602079995209351,10904.134957998394,251.66737388024518
1778707636,100,,Aggregated,24.000000,0.000000,100,340,2500,3100,4100,5000,6000,6800,9200,11000,11000,4269,0,100.0,1212.0548771723925,1.6602079995209351,10904.134957998394,251.32911688920123
1778707637,100,,Aggregated,24.200000,0.000000,100,310,2500,3000,4100,4900,5900,6800,9200,11000,11000,4301,0,100.0,1209.6169949100083,1.6602079995209351,10904.134957998394,251.33248081841433
1778707638,100,,Aggregated,24.300000,0.000000,100,310,2500,3000,4100,4900,6000,6800,9200,11000,11000,4325,0,100.0,1207.026607935016,1.6602079995209351,10904.134957998394,251.15329479768786
1778707639,100,,Aggregated,24.100000,0.000000,100,310,2500,3000,4100,4900,6000,6800,9200,11000,11000,4346,0,100.0,1207.2905945855834,1.6602079995209351,10904.134957998394,251.2521859180856
1778707640,100,,Aggregated,25.200000,0.000000,100,310,2500,3000,4100,4900,6000,6800,9200,11000,11000,4369,0,100.0,1205.6710537939912,1.6602079995209351,10904.134957998394,251.3824673838407
1778707641,100,,Aggregated,25.200000,0.000000,100,310,2500,3000,4100,4900,6000,6800,9200,11000,11000,4393,0,100.0,1206.598954165478,1.6602079995209351,10904.134957998394,251.1638971090371
